gene_id,Pact19_S118_R1.gtf,Pact20_S119_R1.gtf,Pact21_S120_R1.gtf,Pact29_S121_R1.gtf,Pact30_S122_R1.gtf,Pact31_S123_R1.gtf,Pact39_S124_R1.gtf,Pact40_S125_R1.gtf,Pact41_S126_R1.gtf,Pact49_S127_R1.gtf,Pact50_S128_R1.gtf,Pact51_S129_R1.gtf,Pact59_S130_R1.gtf,Pact60_S131_R1.gtf,Pact66_S132_R1.gtf,Pact67_S133_R1.gtf,Pact68_S134_R1.gtf,Pact69_S135_R1.gtf
STRG.8505,9,19,0,14,0,20,0,0,5,6,0,0,9,4,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_g32515.t1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14388.t1,0,0,0,6,4,6,3,0,7,4,4,3,0,5,0,8,4,0
Pocillopora_acuta_HIv1_PredGene_g29874.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20155.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12817.t1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30476.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23232.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2887.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8044.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32603.t1,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_g32029.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32517.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20988.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_23664_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11173.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1580.t1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9779,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_g28564.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_10303_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27720.t1,0,0,0,4,0,0,7,0,0,0,0,0,7,0,0,0,6,5
Pocillopora_acuta_HIv1_PredGene_g33430.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g758.t1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22321.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2796.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
Pocillopora_acuta_HIv1_PredGene_g15452.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2721.t1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26744.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25421.t1,0,11,4,9,5,8,6,5,5,9,6,8,10,4,0,0,0,4
STRG.4064,18,0,22,9,16,0,10,0,23,20,21,15,9,5,8,0,9,0
Pocillopora_acuta_HIv1_PredGene_g12815.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23079.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6069,1,0,0,3,3,3,3,5,0,2,2,0,0,4,2,3,2,2
STRG.6068,20,20,0,0,0,0,0,6,15,16,11,0,37,0,0,0,30,16
STRG.6067,13,14,13,18,11,16,21,12,8,20,14,14,9,13,0,6,15,7
STRG.6066,17,13,27,19,34,17,13,23,15,21,14,14,11,22,21,11,17,13
STRG.6065,15,12,12,11,19,18,29,18,17,32,18,29,16,10,13,32,28,10
Pocillopora_acuta_HIv1_PredGene_g2885.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.6063,3,0,5,9,0,0,3,0,0,0,6,0,0,2,5,7,0,0
STRG.6062,6,0,5,6,0,4,5,7,11,11,10,4,5,0,0,0,11,7
STRG.6061,16,14,22,18,21,20,15,23,20,17,14,16,20,22,0,15,12,0
STRG.6060,10,4,15,5,0,4,6,4,0,7,9,0,5,0,3,0,4,4
Pocillopora_acuta_HIv1_PredGene_g2526.t1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11925.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5379.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18261.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26969.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28385.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33221.t1,0,0,0,5,4,0,0,0,0,0,0,0,6,0,0,6,0,0
Pocillopora_acuta_HIv1_PredGene_g30331.t1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1555.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27722.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33432.t1,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g15080.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15450.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2764.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_15657_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.2922,4,0,0,2,1,2,0,2,0,3,0,2,1,0,0,1,0,2
Pocillopora_acuta_HIv1_PredGene_g8670.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23036.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3513.t1,0,0,16,8,0,11,0,6,0,5,5,7,11,0,8,0,0,8
Pocillopora_acuta_HIv1_PredGene_g5892.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8186.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23690.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1712.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10677.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23690.t1,0,0,6,0,0,17,10,9,0,14,0,0,13,7,9,13,0,0
Pocillopora_acuta_HIv1_PredGene_4233_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g910.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_21038_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Pocillopora_acuta_HIv1_PredGene_g31619.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5149.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28594.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22705.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0
Pocillopora_acuta_HIv1_PredGene_g9954.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26338.t1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1557.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11480.t1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g21365.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24788.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19971.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4354.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20952.t1,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16926.t1,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17933.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26098.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3328.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18385.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_25146_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20368.t1,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,4,0
Pocillopora_acuta_HIv1_PredGene_g11482.t1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g29100.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1710.t1,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23692.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6400.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_27179_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20002.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28695.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g912.t1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32881.t1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32881.t2,0,0,0,0,0,0,0,5,2,13,1,6,0,2,0,0,5,0
Pocillopora_acuta_HIv1_PredGene_g1213.t1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11593.t1,0,0,0,0,6,0,0,4,4,4,0,7,5,3,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19973.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g18387.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3129.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_17472_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13594.t1,0,0,1,4,2,0,0,2,0,3,0,0,1,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g3702.t1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_19355_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_3339_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30549.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11591.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_17916_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_29180_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5936.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20549.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17192.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3541.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1211.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33449.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26286.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g28282.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_31036_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9680.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13718.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14634.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19032.t1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,2,0
Pocillopora_acuta_HIv1_PredGene_g22589.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_11978_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28873.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_24593_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24816.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_10197_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1806.t1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
Pocillopora_acuta_HIv1_PredGene_8905_t,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10928.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9231.t1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_9214_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17542.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25247.t1,0,0,2,0,0,0,0,0,0,6,4,6,0,0,0,4,0,2
Pocillopora_acuta_HIv1_PredGene_32124_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21333.t1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2914.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3543.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_15973_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g19363.t1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
STRG.1012,4,0,0,7,0,14,0,11,9,0,0,8,0,8,10,8,0,7
STRG.7608,9,0,12,0,5,0,0,9,10,0,9,8,10,0,0,0,0,4
Pocillopora_acuta_HIv1_PredGene_17981_t,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6296.t1,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g31288.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13877.t1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g10833.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g27849.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3826.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10719.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14060.t1,0,0,0,0,2,2,3,3,0,0,3,0,0,1,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13139.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11675.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11638.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_14992_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_27938_t,0,0,8,8,7,0,0,8,5,0,8,7,7,6,11,4,8,3
Pocillopora_acuta_HIv1_PredGene_g11821.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4356.t1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17540.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15822.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g31510.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.9021,11,0,13,0,16,11,13,0,14,10,7,6,9,4,5,3,3,2
Pocillopora_acuta_HIv1_PredGene_g483.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g766.t1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g19628.t1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12484.t1,0,6,0,0,6,0,0,0,6,0,0,11,0,0,0,5,0,0
Pocillopora_acuta_HIv1_PredGene_g27230.t1,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25703.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3858.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21829.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15190.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3824.t1,0,0,0,0,22,5,0,0,0,27,62,0,0,38,48,26,169,77
Pocillopora_acuta_HIv1_PredGene_11495_t,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2469.t1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14062.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18734.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3772,4,0,8,3,10,2,3,4,2,2,3,5,5,3,2,0,2,0
Pocillopora_acuta_HIv1_PredGene_g12486.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRG.3773,106,28,89,44,82,56,110,107,101,113,99,65,51,44,61,21,39,27
Pocillopora_acuta_HIv1_PredGene_g32269.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g481.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15820.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15820.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2174.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4807.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26244.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18736.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26244.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1425.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14984.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25464.t1,0,5,4,5,0,10,0,0,0,0,0,0,0,0,5,9,5,2
Pocillopora_acuta_HIv1_PredGene_g12695.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8538.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9567.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8454.t1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g29908.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12697.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22811.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_20264_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24559.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g15005.t1,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,6,0,0
STRG.5592,261,203,207,195,194,222,180,146,179,129,110,79,216,121,86,112,175,103
Pocillopora_acuta_HIv1_PredGene_g5873.t1,0,1,0,1,0,2,0,2,2,1,0,0,2,0,1,0,0,0
STRG.5590,28,0,17,30,0,0,0,25,32,30,24,0,0,0,0,0,0,0
STRG.5591,39,25,32,47,26,25,32,26,38,43,24,11,29,19,21,26,30,24
STRG.5596,2,4,2,0,9,6,7,12,1,10,5,5,4,7,7,13,9,3
STRG.9070,7,8,3,4,5,7,7,6,11,7,4,3,4,5,2,2,1,5
STRG.5594,17,12,19,9,14,28,15,14,17,0,0,9,21,19,18,9,15,21
STRG.5595,39,12,34,31,27,19,31,39,38,24,31,34,20,39,21,34,40,21
STRG.5598,2812,1805,2295,1889,2547,2469,2583,2670,2885,2506,2335,2050,2196,1997,1866,2448,2273,1669
STRG.5599,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
STRG.9079,17,24,11,20,15,25,18,16,24,20,9,19,25,20,20,9,15,10
STRG.9078,2,0,0,0,0,0,0,0,1,2,0,0,2,1,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g24482.t1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25762.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_g24659.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g25466.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
